"Fecha Pedido";Referencia;Cantidad;Descripcion;Fiabilidad;"N reclamacion";VIN;Comentario;Fentrega;Cuenta
07/12/2022;93165147;5;ACEITE;;310364972;;"VILLAR PLAS.";"No disponible";
18/11/2022;9807658080;1;"KIT SOPORT FARO I";;;;;"No disponible";
17/11/2022;7903083156;4;"ABRAZADERA LONG 800";;;;;"No disponible (penuria)";
16/11/2022;9823341380;1;"SUPPORT TUYAU";;;;;;
10/11/2022;9825449280;1;"TUBO AGUA ENTR.";+++;;;;06/07/2023;
03/11/2022;3293F7;1;"CONJ PROTECCION";;310118276;;GONZAUTO;"No disponible";
21/10/2022;8545V9;1;"PROTECTOR I";;310028374;;T.PEPE;"Pieza en curso de referencia";
17/10/2022;98265890GZ;1;"FAUX PLANCHER";;;;;;1
06/10/2022;39204643;1;"O:CAB ASIENTO";;309893628;;benmovil;"No disponible";
05/10/2022;9163339;1;"TUBO DE GRASA";+++;;;;19/09/2023;
16/09/2022;9670090880;1;"TUBO FREON";;309749432;VF3CCHMZ6GT102479;;"No disponible (penuria)";1
14/09/2022;1613564980;1;EMBELLECEDOR;;;;;"No disponible";
10/05/2022;13428015;0;"O:PORTÓN TR";;;;;15/05/2023;
10/05/2022;1612163980;0;"E:CORREA TRA POLY V";;;;;15/05/2023;
10/05/2022;39086931;0;"O:SOPORTE I";;;;;15/05/2023;5
10/05/2022;9813759680;0;"CAPTOR ABS AV";;;;;15/05/2023;
10/05/2022;9814855280;0;"FALDÓN PILOTO I AR";;;;;15/05/2023;1
10/05/2022;9817418680;0;"TORNILLO BASE";;;;;15/05/2023;
10/05/2022;9836573480;0;TORNILLO;;;;;15/05/2023;
19/01/2022;13581561;1;"MODULO EMISOR";+++;;;;15/05/2023;
